,date,comment,rate,resturant name,preprocessed comment
5469,2022-03-06,"درب ساندویچ ها وکیوم نشده بود و باعث شده بود ساندویچ ها سرد بشه و آلودگی واردش بشه
ما ساندویچ مخصوص لبنانی سفارش داده بودیم که طبق منو باید بندری، هات داگ و برگر داخلش میداشت، فقط هات داگ بود و برگر و اصلا بندری داخلش نبود، از طرفی گوجه نداشتن ساندویچ ها و به جای کاهو هم کلم سفید ریخته بودن! واقعا راضی نبودم.",not rated,فست فود لبنانی,درب ساندویچ وکیوم نشدهبود شدهبود ساندویچ سرد بشه آلودگی وارد بشه ساندویچ مخصوص لبنان سفارش دادهبودیم منو بندر هات داگ برگر داخل میداشت هات داگ برگر اصلا بندر داخل طرف گوجه نداشتن ساندویچ کاهو کلم سفید ریخته واقعا راضی بود#باش
5470,2022-01-17,عالی بود مثل همیشه,۵,فست فود لبنانی,عالی
5471,2022-01-15,بسیار با کیفیت و لذیذ,۵,فست فود لبنانی,کیفیت لذیذ
5472,2022-01-14,بسیار خوشمزه بود و مقدار آن هم کافی و با کیفیت بود.,۵,فست فود لبنانی,خوشمزه مقدار کیفیت
5473,2022-01-06,"خیلی عااالی و خوشمزه بود
تحویل به موقع و گرم بودن غذا",۵,فست فود لبنانی,عالی خوشمزه تحویل موقع گرم غذا
5474,2020-12-25, مرسی عالی ,۴,فست فود لبنانی,مرسی عالی
5475,2022-10-30,"کیفیتش خوب بود نسبت به قیمت
ولی اجبار داشت توی دونونه بودن و سس اضافه!!",۴,فست فود لبنانی,کیفیت خوب نسبت قیمت اجبار تو دونونه سس اضافه
5476,2022-09-09,مثل همیشه فوق العاده بود,۵,فست فود لبنانی,فوقالعاده
5477,2022-07-20,"عااالی
دستتون درد نکنه",۵,فست فود لبنانی,عالی دستتون درد نکنه
5478,2023-04-27,"نسبت به قیمت مناسبه ولی زمان زیادی طول کشید تا اماده بشه.
گرم هم رسید",۴,فست فود لبنانی,نسبت قیمت مناسبه زمان کشید#کش اماده بشه گرم
5479,2022-02-16,بی نظیر بود. نان تازه و خوشمزه. خیلی زود اوردن. واقعا می ارزید. متشکر از اسنپ فود و فست فود لبنانی,۵,فست فود لبنانی,بینظیر نان تازه خوشمزه زود اوردن واقعا میارزید متشکر اسنپ فود فست فود لبنان
5480,2022-12-09,اصلا خوشمزه نبود فلافل هاش پوک و بیخود بود,۲,فست فود لبنانی,اصلا خوشمزه فلافل هاش پوک بیخود
5481,2021-12-23,فلافل تازه و خوشمزه بود,۵,فست فود لبنانی,فلافل تازه خوشمزه
5482,2021-12-20,خوب بود,۵,فست فود لبنانی,خوب
5483,2023-06-15,عالی بود,۵,فست فود لبنانی,عالی
5484,2022-02-16,عالی عالی. مثل همیشه فوق العاده. خوشمزه تازه سرعت بالا,۵,فست فود لبنانی,عالی عالی فوقالعاده خوشمزه تازه سرعت بالا
5485,2021-11-16,پیتزاهاتون عالیه فلافل ها هم دقیقا مثل قدیم,۵,فست فود لبنانی,پیتزاهاتون عالیه فلافلها دقیقا قدیم
5486,2022-01-18,عالی,۵,فست فود لبنانی,عالی
5487,2022-03-11,ممنون عالی بود,۵,فست فود لبنانی,ممنون عالی
5488,2022-07-27,عالی بود مثل همیشه,۵,فست فود لبنانی,عالی
5489,2022-12-30,باتشکر بسیار عالی,۵,فست فود لبنانی,باتشکر عالی
5490,2022-12-30,مثل همیشه کاملا باکیفیت وعالی,۵,فست فود لبنانی,باکیفیت وعالی
5491,2021-09-10,مثل همیشه عالی,۵,فست فود لبنانی,عالی
5492,2021-09-13,سرموقع آوردن دستتون درد نکنه خوشمزه هم بود,۵,فست فود لبنانی,سرموقع آوردن دستتون درد نکنه خوشمزه
5493,2021-02-06,مثل همیشه عاااالی سپاس,۵,فست فود لبنانی,عالی سپاس
5494,2021-11-04,"همبرگر سوخته بود و کیفیت پایین
ولی فلافل ش بد نبود",۲,فست فود لبنانی,همبرگر سوختهبود کیفیت پایین فلافل ش بد
5495,2021-03-13,غذا گرم و تحویل به موقع,۳,فست فود لبنانی,غذا گرم تحویل موقع
5496,2021-02-27,خوشمزه بود,۵,فست فود لبنانی,خوشمزه
5497,2021-08-31,"با سلام کیفیت غذا واقعا عالی بود داغ و خیلی سریع به دستمون رسید 
با تشکر از مدیریت مغازه ",۵,فست فود لبنانی,سلام کیفیت غذا واقعا عالی داغ سریع دستمون تشکر مدیریت مغازه
5498,2021-06-21,خوشمزه و به موقع,۵,فست فود لبنانی,خوشمزه موقع
5499,2021-07-17,خیلی عالی بود نسبت به قیمت حجمش عالی بود ب موقع و گرم تحویل دادن ممنونم,۵,فست فود لبنانی,عالی نسبت قیمت حجم عالی ب موقع گرم تحویل ممنون
5500,2020-12-02,"خوب بود غذا گرم و با کیفیت بود . پیک هم تقریبا ۲۰ دقیقه زودتر رسید.
",۵,فست فود لبنانی,خوب غذا گرم کیفیت پیک تقریبا دقیقه زود
5501,2021-09-20,عالی بود,۵,فست فود لبنانی,عالی
5502,2021-02-22,واقعا ممنون . اولا که پیتزاش واقعا بزرگ و خوب بود قشنک بزرگتر از این اینایی که اندازه دونفرس . بعدشم من دوتا سس درخواست کردم دمشون گرم ۴ تا فرستادن منکه سوپرایز شدم . عالی بود,۵,فست فود لبنانی,واقعا ممنون اولا پیتزا واقعا خوب قشنک بزرگ اینایی اندازه دونفرس بعد دوتا سس درخواست دمشون گرم فرستادن منکه سوپرایز شد#شو عالی
5503,2020-12-31,عالی بود ,۵,فست فود لبنانی,عالی
5504,2021-08-02,اصلا خوشمزه نبود اصلااااا سوسیس هاش همه خورد خورد ..اصلا خوب نبود,not rated,فست فود لبنانی,اصلا خوشمزه اصلاا سوسیس هاش خورد#خور خورد#خور اصلا خوب
5505,2020-11-29,همه چی عالی درجه۱ خیلی ممنون,۵,فست فود لبنانی,چی عالی درجه ممنون
5506,2021-08-22,بسیار عالی..با تشکر از شما جناب غلامی عزیز..به موقع هم رسید.کیفیت غذا حرف‌نداره..مثل همیشه عااالی,۵,فست فود لبنانی,عالی تشکر جناب غلام عزیز موقع کیفیت غذا حرفنداره عالی
5507,2023-05-22,کیفیت بسیااار پاییین,not rated,فست فود لبنانی,کیفیت پایین
5508,2023-05-17,معمولی,۳,فست فود لبنانی,معمولی
5509,2023-06-26,بد بود,not rated,فست فود لبنانی,بد
5510,2022-01-26,عااااالی بووود...,۵,فست فود لبنانی,عالی بوود
5511,2023-05-09,خیلی عالی و خوشمزه,۵,فست فود لبنانی,عالی خوشمزه
5512,2023-05-24,یکم چرب بود ولی خوشمزه و پر ملات بودن..ممنون,۵,فست فود لبنانی,یکم چرب خوشمزه مل ممنون
5513,2023-05-05,عالی,۵,فست فود لبنانی,عالی
5514,2021-08-20,عالی بود و بینظیر,۵,فست فود لبنانی,عالی بینظیر
5515,2020-06-23,به موقع رسید حتی زوتر. ساندویچم هم گرم بود هم ترد. ممنون ,۵,فست فود لبنانی,موقع زو ساندویچ گرم ترد ممنون
5516,2021-07-29,بی نظیر بود. نان خیلی تازه بود پنیرشم به اندازه بود. سرعت ارسالم میگ میگ,۵,فست فود لبنانی,بینظیر نان تازه پنیر اندازه سرعت ارسال میگ میگ
5517,2021-08-08,مثل همیشه عالی,۵,فست فود لبنانی,عالی
5518,2020-10-24,با وجود اینکه فست فود دوست ندارم ولی این چیزبرگرها خیلی خوب بودن ,۵,فست فود لبنانی,فست فود دوست داشت#دار چیزبرگرها خوب
5519,2021-03-18,عالی بود، کیفیت بالاتر و قیمت پایین تر از خیلی جاهای دیگه. سپاس,۵,فست فود لبنانی,عالی کیفیت بالا قیمت پایین جا دیگه سپاس
5520,2021-10-19,بر خلاف همیشه پیتزا مخصوص سرد و خشک بود,not rated,فست فود لبنانی,خلاف پیتزا مخصوص سرد خشک
5521,2021-06-28,خوب بود,۵,فست فود لبنانی,خوب
5522,2020-09-29,عالی بود یه ربع زود تر رسید,۵,فست فود لبنانی,عالی یه ربع زود
5523,2021-03-28,واقعا عالی بود ساندویچ چیزبرگر با قارچشون گرم و خوشمزه ، ی خسته نباشی و خداقوت به پرسنلها ,۵,فست فود لبنانی,واقعا عالی ساندویچ چیزبرگر قارچشون گرم خوشمزه #هست خسته بود#باش خداقوت پرسنلها
5524,2021-06-28,عالی بود,۵,فست فود لبنانی,عالی
5525,2021-03-16,اولین باری که سفارش دادم واقعا عالی بود اما این دفعه افتضاح بود، هات داگ خیلی سرخ شده بود و قهوه ای تیره و خشک شده بود، به اندازه ی خیلی کم هم پنیر و قارچ داشت. امیدوارم پیگیری بشه چون واقعا حیف که با کاستن از کیفیت مشتری از دست بره,not rated,فست فود لبنانی,باری سفارش داد#ده واقعا عالی دفعه افتضاح هات داگ سرخشده قهوهای تیره خشکشده اندازه کم پنیر قارچ امیدوار پیگیری بشه واقعا حیف کاستن کیفیت مشتری دست بره
5526,2022-09-08,طعمش زیاد جالب نبود ولی بد هم نبود هر پیتزا کلا دوتا تیکه قارچ بیشتر نداشت ،جز سوسیس و دوتا قارچ و پنیر هیچ چیز دیگه ای نداشت ،نانش خوب بود زمان اماده سازی خیلی طولانی بود ولی گرم به دستمون رسید,۳,فست فود لبنانی,طعم زیاد جالب بد پیتزا کلا دوتا تیکه قارچ داشت#دار سوسیس دوتا قارچ پنیر هیچچیز دیگ داشت#دار نان خوب زمان اماده طولانی گرم دستمون
5527,2022-09-02,نسبت ب قبل حجمش کم شده بود ولی همچنان خوشمزه بود,۵,فست فود لبنانی,نسبت ب حجم کم شدهبود خوشمزه
