,date,comment,rate,resturant name,preprocessed comment
3042,2023-07-09,مرغ بو میداد,۳,رستوران ترنج,مرغ بو میداد
3043,2021-01-04,سوپ اب قرمز بود و هیچ مزه و کیفیتی نداشت توصیه می کنم این سوپ از منوتون حذف کنید,not rated,رستوران ترنج,سوپ اب قرمز مزه کیفیت داشت#دار توصیه میکنم سوپ منوتون حذف
3044,2021-04-03,عالی,۵,رستوران ترنج,عالی
3045,2023-01-01,"چلو جوجه کباب با کیفیت بود.
جوجه‌ش به اندازه کباب شده بود و برنجش ایرانی و خوش پخت بود.
البته دورچینش می‌تونست بهتر از این باشه.",۴,رستوران ترنج,چلو جوجهکباب کیفیت جوجه اندازه کباب شدهبود برنج ایران خوش پخت#پز دورچینش میتونست باشه
3046,2022-01-09,عالی,۵,رستوران ترنج,عالی
3047,2022-01-04,از نظر مزه خیلی خوب بود ولی ظرفاش یه کم کثیف بود آش ریخته بود,۴,رستوران ترنج,مزه خوب ظرفاش یه کم کثیف آش ریختهبود
3048,2021-05-20,"به شدت عالی، از طعم و عطر غذا و پاکیزگی پیک تا نون و غذای داغ 
امیدوارم موفق باشید، فقط یک نکته اینکه غذاهاتون یه مقدار شور هست اگر مقدار نمک رو کم کنید و بجاش مکمل های دیگه بریزید بسیار عالی میشه",۵,رستوران ترنج,شدت عالی طعم عطر غذا پاکیزگی پیک نون غذا داغ امیدوار موفق بود#باش نکته غذاهاتون یه مقدار شور هست مقدار نمک کم بجا مکمل دیگه ریخت#ریز عالی میشه
3049,2021-02-01,سفارش خوب بود اما تا درب واحد بالانیاوردپیک شماکه یک امتیاز منفیه,۵,رستوران ترنج,سفارش خوب درب واحد بالانیاوردپیک شماکه امتیاز منفیه
3050,2021-08-04,غذا خوب بود گرم به دستم رسید و پیک برخورد خوبی داست,۵,رستوران ترنج,غذا خوب گرم دستم پیک برخورد داس
3051,2021-10-06,رفتار پیک خوب بود.,۴,رستوران ترنج,رفتار پیک خوب
3052,2022-03-22,عالی بود کیفیت غذاشون فوق العاده بود دیزی پرگوشت و محشر بود همه غذاهاشون خیلی خوب بود نوشته بودم نان اضافه می خوام زحمت کشیده بودند و کلی برا من نون گذاشته بودند,۵,رستوران ترنج,عالی کیفیت غذاشون فوقالعاده دیزی پرگو محشر غذاهاشون خوب نوشتهبودم نان اضافه میخوام زحمتکشیده برا نون گذاشتهبودند
3053,2022-01-20,ماکارونی سفارش دادیم ،عالی بود و گرم .ممنون,۵,رستوران ترنج,ماکارونی سفارش داد#ده عالی گرم ممنون
3054,2022-01-16,بسیار با کیفیت و لذیذ بود. غذا به حدی داغ بود که انگار همان لحظه از گاز برداشته شده بود.,۵,رستوران ترنج,کیفیت لذیذ غذا حد داغ انگار لحظه گاز برداشتهشده
3055,2022-02-26,مثل همیشه عالی....دیگه اختیاج به تعریف کردن نیست....,۵,رستوران ترنج,عالی دیگه اختیاج تعریف
3056,2021-12-19,کباب تابه ای عالی بود,۵,رستوران ترنج,کباب تاب عالی
3057,2023-07-31,"با سلام و تشکر از آشپزخانه ترنج 
آش رشته و ماکارونی هم گرم و هم خوشمزه بود",۵,رستوران ترنج,سلام تشکر آشپزخانه ترنج آش رشته ماکارونی گرم خوشمزه
3058,2023-07-20,رفتار پرسنل خوب بود ولی ظرفها داخلش زرد شده بودند و به نسبت مکانهای دیگر قیمت غذا خیلی بالا بود و گوشت کباب در شب تشنگی زیادی ایجاد کرد.,۴,رستوران ترنج,رفتار پرسنل خوب ظرف داخل زرد شدهبودند نسبت مکان قیمت غذا بالا گوشت کباب شب تشنگی ایجاد
3059,2023-07-23,عاللی بود مچکرم از پرسنل زحمتکش,۵,رستوران ترنج,عاللی مچکرم پرسنل زحمتکش
3060,2022-05-19,حلیم خوب و خوشمزه بود,۴,رستوران ترنج,حلیم خوب خوشمزه
3061,2022-07-28,بعد از سفارش با من تماس گرفتند و خیلی محترمانه از تمام شدن خوراک لوبیا گفتند و به جاش برام آش رشته فرستادند که بسیار عالی، خوشمزه و داغ بود. مرسی از مسئول ثبت سفارش که مسئولانه با من تماس گرفت.,۵,رستوران ترنج,سفارش تماس گرفت#گیر محترمانه خوراک لوبیا گفت#گو جا برام آش رشته فرستاد#فرست عالی خوشمزه داغ مرسی مسئول ثبت سفارش مسئولانه تماس
3062,2022-10-17,داغ و خوشمزه بود وارسال سریع,۵,رستوران ترنج,داغ خوشمزه وارسال سریع
3063,2022-02-27,عالی بود حجمش بیشتر عالی تر میشه,۵,رستوران ترنج,عالی حجم عالیتر میشه
3064,2023-05-09,بد نبود ولی با توجه به سری های قبل که حضوری خرید کرده بودم ازتون حجم کمتری  داشت,۴,رستوران ترنج,بد توجه سری حضور خرید کردهبودم ازتون حجم کمتر
3065,2022-10-10,بنظرم همه چیز خیلی عالی و خوشمزه بود,۵,رستوران ترنج,بنظرم عالی خوشمزه
3066,2022-01-26,حلیم عالی... کباب تابه ای هم فوق العاده ,۵,رستوران ترنج,حلیم عالی کباب تاب فوقالعاده
3067,2023-06-06,حجم جوجه و کباب به سفارش نمیخورد وزنش کمتر بود,۴,رستوران ترنج,حجم جوجه کباب سفارش نمیخورد وزن کمتر
3068,2021-09-29,بسیار عالی..,۵,رستوران ترنج,عالی
3069,2021-10-16,خوشمزه بود ولی اگه داغ میرسوندید خیلی بهتر بود,۲,رستوران ترنج,خوشمزه اگه داغ میرسوندید
3070,2021-09-06,از سه‌تا غذایی که سفارش دادم فقط دوتا رو آوردن.,not rated,رستوران ترنج,سهتا غذا سفارش داد#ده دوتا آوردن
3071,2022-02-21,عالی,۵,رستوران ترنج,عالی
3072,2022-03-14,مث همیشه عالی,۵,رستوران ترنج,مث عالی
3073,2021-03-24,چرب بودن بسیار زیاد ماکارونی,۳,رستوران ترنج,چرب زیاد ماکارونی
3074,2021-12-28,واقعا خوشمزه بود و غذا داغ رسید ممنون,۵,رستوران ترنج,واقعا خوشمزه غذا داغ ممنون
3075,2022-01-20,واقعا خوب بود من انتظار نداشتم خوشمزه بود فقط نمک برن رو یک بیشتر کنی ,۵,رستوران ترنج,واقعا خوب انتظار داشت#دار خوشمزه نمک برن کرد#کن
3076,2022-04-03,خیلی عالی بود,۵,رستوران ترنج,عالی
3077,2022-08-01,آش شعله قلم کار خوشمزه بود,۴,رستوران ترنج,آش شعله قلم کار خوشمزه
3078,2021-12-12,برنج کته عالی و کباب تابه‌ای خوب و داغ به دستم رسید، ماکارونی با تهدیگ سیب‌زمینی هم خوب بود ولی یکم زردچوبه زیاد داشت,۵,رستوران ترنج,برنج کته عالی کباب تاب خوب داغ دستم ماکارونی تهدیگ سیبزمینی خوب یکم زردچوبه زیاد
3079,2022-04-04,خوب بود,۵,رستوران ترنج,خوب
3080,2023-06-01,خیلی خوب بود,۵,رستوران ترنج,خوب
3081,2022-05-05,من دفعه اول بود که سفارش دادم، واقعا راضی بودم، اهل سمنان نیستم؛ اما رفت و آمد دارم اونجا؛ تو ذهنم میمونه این رستوران,۵,رستوران ترنج,دفعه سفارش داد#ده واقعا راضی بود#باش اهل سمنان نیستم داشت#دار اونجا ذهن میمونه رستوران
3082,2022-02-05,عالی بود,۵,رستوران ترنج,عالی
3083,2022-09-21,مثل همیشه عالی,۵,رستوران ترنج,عالی
3084,2022-10-24,گرم و ب موقع ب دستم رسید,۵,رستوران ترنج,گرم ب موقع ب دستم
3085,2021-11-04,خیلی خوب ,۴,رستوران ترنج,خوب
3086,2022-10-17,غذای با کیفیت و قیمت خوب,۵,رستوران ترنج,غذا کیفیت قیمت خوب
3087,2022-07-06,عالی بود,۵,رستوران ترنج,عالی
3088,2022-03-29,برای بار اول که  گرفتم عالی بود,۵,رستوران ترنج,گرفت#گیر عالی
3089,2022-01-31,من اولین بار بودکه اینجا سفارش میدم؛کیفیت وظاهر غذا مطلوب بود،فقط زمان انتظار از هنگام ثبت سفارش تازمانی که غذابه دستم رسیدیکم زیادبود،جزاین مورد دیگه ایرادی نداشت ومطمئنم بازهم ازاین رستوران خریدمیکنم.,۴,رستوران ترنج,بودکه سفارش میدم کیفیت وظاهر غذا مطلوب زمان انتظار ثبت سفارش تازمانی غذابه دستم رسیدیکم زیادبود جزاین دیگه ایراد داشت#دار ومطمئنم بازه ازاین رستوران خریدمیکنم
3090,2023-05-21,من اولین بار بود سفارش میدادم و راضی بودم,۵,رستوران ترنج,سفارش میدادم راضی بود#باش
3091,2022-01-01,بی نظیر,۵,رستوران ترنج,بینظیر
3092,2022-01-04,بسیار بی نظیر,۵,رستوران ترنج,بینظیر
3093,2022-05-18,غذاخوب ولی بی نمک بود و یه کم از سوپ تو نایلون ریخته بود درکل خوب بود,۵,رستوران ترنج,غذاخوب بینمک یه کم سوپ نایلون ریختهبود درکل خوب
3094,2023-05-11,بی نظیرید و فوق العاده,۵,رستوران ترنج,نظیرید فوقالعاده
3095,2023-05-24,اکبر جوجش افتضاح بود,not rated,رستوران ترنج,اکبر جوجش افتضاح
3096,2021-06-29,همه عالی و خوشمزه. مخصوصا کتلت گوشت. ممنون,۵,رستوران ترنج,عالی خوشمزه مخصوصا کتلت گوشت ممنون
3097,2023-08-02,"ماکارانی شفته، کتلت سفت و کیفیت پایین، برنج قیمه هم خام بود، نان هم مانده و کهنه بود
در کل خیلی کیفیت غذا پایین بود متاسفانه",not rated,رستوران ترنج,ماکارانی شفته کتلت سفت کیفیت پایین برنج قیمه خام نان مانده کهنه کیفیت غذا پایین
3098,2021-09-26,عالی...ممنون,۵,رستوران ترنج,عالی ممنون
3099,2023-05-17,کیفیت غذامثل همیشه عالی بود امتیاز منفی ام بابت پیک بود که نه باکس داشت، هم اینکه غذا ها رو هم  وطرف خراب شده بود,not rated,رستوران ترنج,کیفیت غذامثل عالی امتیاز منفیام بابت پیک باکس غذا وطرف خرابشده
3100,2021-09-06,"ناراضی بودم متاسفانه
آش اصلا مزه نداشت و بی نمک بود و شامی هم شور بود و بافتشم همش سیب زمینی بود طعم گوشتی من احساس نکردم
سفارش آخرم شد",۲,رستوران ترنج,ناراضی بود#باش آش اصلا مزه داشت#دار بینمک شامی شور بافت هم سیبزمینی طعم گوشت احساس کرد#کن سفارش آخر
3101,2021-08-17,افتضاح به تمام معنا ، واقعا پولمو دور ریختم ,not rated,رستوران ترنج,افتضاح معنا واقعا پولمو ریخت#ریز
3102,2021-03-16,بسیار عالی,۵,رستوران ترنج,عالی
3103,2022-01-10,حلیم خوب ,۴,رستوران ترنج,حلیم خوب
3104,2022-05-28,واقعا عالی بود ممنونم از شما و واقعا ممنونم از این کیفیت,۵,رستوران ترنج,واقعا عالی ممنون واقعا ممنون کیفیت
3105,2022-03-12,واقعا فوق العاده بوددددددد ممنونم ازتون,۵,رستوران ترنج,واقعا فوقالعاده بودد ممنون ازتون
3106,2021-01-25,بسیار عالی و خوشمزه. خیلی هم سریع دستم رسید,۵,رستوران ترنج,عالی خوشمزه سریع دستم
3107,2023-06-17,من فقط سوپ جو سفارش داده بودم.  جو را له نکرده بودند ولی در عین حال کاملا پخته بود . شور نبود . به صورت استثنایی اولین بار بود سوپ رب دار نبود و این عالی بود . مزه خیلی خوب داشت.  فقط اگر برای مریض سفارش میدید یک کم ادویه داره (زردچوبه).,۵,رستوران ترنج,سوپ جو سفارش دادهبودم جو له نکردهبودند پختهبود شور صورت استثنایی سوپ رب عالی مزه خوب مریض سفارش میدید یککم ادویه داره زردچوبه
3108,2022-06-27,آش بسیار بی کیفیت و کشک بادمجان خیلی بدمزه بود واقعا متاسفم,not rated,رستوران ترنج,آش بیکیفیت کشک بادمجان بدمزه واقعا متاسفم
3109,2022-11-23,لطفا اسم اش شله قلمکارتون عوض کنید اشی ک شما میفرستید هیچ شباهتی ب اش شله قلمکار نداره بسیار بد مزه و‌خام بود .,not rated,رستوران ترنج,لطفا اسما شله قلمکارتون عوض اشی ک میفرستید شباهت ب شله قلمکار نداره بد مزه وخام
3110,2021-04-25,کوکو سیب زمینی میتونست خیلی بهتر باشه !!,۳,رستوران ترنج,کوکو سیبزمینی میتونست باشه
3111,2022-05-02,بسیار خوشمزه و عالی بود، ممنون,۵,رستوران ترنج,خوشمزه عالی ممنون
3112,2022-04-08,در کل خوب بود آشش اش رشته نبود شبیه آش دوغ بود اما بازم خوب بود ممنون,۴,رستوران ترنج,خوب آش رشته شبیه آش دوغ باخت#باز خوب ممنون
3113,2022-03-01,"غدا گرم و کامل تحویل گرفتم.
فقط طعم پونه قالب داشت نمیدونم چرا و به ذائقه ما نمیخورد. به جای نعنا داغ اشتباهی پونه داغ کرده بودن فکر کنم",۳,رستوران ترنج,غدا گرم تحویل گرفت#گیر طعم پونه قالب نمیدونم ذائقه نمیخورد نعنا داغ اشتباه پونه داغ
3114,2021-03-24,"طعمش رو دوست نداشتم زیاد
حجمش خیلی زیاد بود برای ۴نفر مناسب بود 
نان تازه بود 
برخورد محترمانه و عالی داشتند
متشکرم ",۳,رستوران ترنج,طعم دوست داشت#دار زیاد حجم زیاد نفر نان تازه برخورد محترمانه عالی متشکر
3115,2021-09-20,عالی بالاخص کباب تابه ای..سپاس,۵,رستوران ترنج,عالی بالاخص کباب تاب سپاس
3116,2020-02-15,"غذا بسيار دير و سرد به دستم رسيد
پيك غذا را تا اپارتمان نياورد و از من خواست تا از كنار خيابان غذا را تحويل بگيرم و قريب به ده دقيقه كنار خيابان مناظر رسيدن پيك به منتظر ماندم
بسته بندي و ارسال نامناسب ",not rated,رستوران ترنج,غذا دیر سرد دستم پیک غذا اپارتمان نیاورد خواست خیابان غذا تحویل گرفت#گیر قریب ده دقیقه خیابان مناظر پیک منتظر ماند#مان بسته ارسال نامناسب
3117,2019-11-19,خیلی ممنون بابت سرعت در تحویل و طمع فوق العاده سالاد،، ممنونم ,۵,رستوران ترنج,ممنون بابت سرعت تحویل طمع فوقالعاده سالاد ممنون
3118,2020-02-25,ماکارونی فوق العاده ,۵,رستوران ترنج,ماکارونی فوقالعاده
3119,2020-01-01,كوكو سيب زميني سفارش دادم كوكو سبزي اوردن,not rated,رستوران ترنج,کوکو سیبزمینی سفارش داد#ده کوکو سبزی اوردن
3120,2019-12-28,افت کیفیت ,not rated,رستوران ترنج,افت کیفیت
3121,2020-01-09,ماکارونیش خیلییی چرب بود ولی مواد داخلش خوب بود,۴,رستوران ترنج,ماکارونیش چرب مواد داخل خوب
3122,2022-01-06,"ماکارونی خوب و خوشمزه بود
کشک بادمجان عالی ولی بدون گردو بود",۵,رستوران ترنج,ماکارونی خوب خوشمزه کشک بادمجان عالی گردو
3123,2023-08-02,من حلیمشو خیلی دوست دارم,۵,رستوران ترنج,حلیمشو دوست داشت#دار
3124,2020-01-04,به نظرم حداقل یک تکه نان کنار خوراک لوبیا باید میذاشتن,۴,رستوران ترنج,نظر تکه نان خوراک لوبیا میذاشتن
3125,2020-01-04,خوب بود اینکه تا جلوی واحد اورد عالی بود...,۴,رستوران ترنج,خوب جلو واحد اورد عالی
3126,2022-09-17,آش رشته واقعا عالی بود دمتون گرم. امیدوارم همیشه همین کیفیت باشه.,۵,رستوران ترنج,آش رشته واقعا عالی دمتون گرم امیدوار کیفیت باشه
3127,2019-12-10,همه چیز عالی بود! سرعت عمل بسیار عالی، غذا گرم و بسیار با کیفیت بود! ممنون از شما ,۵,رستوران ترنج,عالی سرعت عمل عالی غذا گرم کیفیت ممنون
3128,2023-05-01,آش شله خیلی خوشمزه بود فقط کوکو سبزی یه مقدار بی نمک بود. بقیه موارد همه چی عالی بود. ممنون از مدیریت و کارکنان رستوران ترنج,۴,رستوران ترنج,آش شله خوشمزه کوکو سبزی یه مقدار بینمک بقیه موارد چی عالی ممنون مدیریت کارکن رستوران ترنج
3129,2019-11-20,کیفیت عالیییی عالیییی,۵,رستوران ترنج,کیفیت عالی عالی
3130,2020-01-14,میرزا قاسمی عالی بود ,۵,رستوران ترنج,میرزا قاسم عالی
3131,2022-04-10,آش رشته فوق العاده  بود ،مزه ی حلیم‌هم‌ خوشمزه  بود ،من همیشه از مزه ی غذاهای آشکده  خوشم‌ میاد,۵,رستوران ترنج,آش رشته فوقالعاده مزه حلیمه خوشمزه مزه غذا آشکده خو میاد
3132,2023-04-21,سفارش خیلی سریع ب دستم رسید و سوپم خوشمزه بودمرسییییی,۵,رستوران ترنج,سفارش سریع ب دستم سوپ خوشمزه بودمرسیی
3133,2020-01-16,پول پیک و دادیم ولی دوتا سفارش باهم فرستادن تا وقتی به دست ما رسید غذا سرد شده بود نمیشد خورد,not rated,رستوران ترنج,پول پیک داد#ده دوتا سفارش باهم فرستادن دست غذا سرد شدهبود نمیشد خورد#خور
3134,2021-02-01,همه چی عالی بود فقط اگه رشته های آش و کشکش بیشتر باشه خوشمزه تره,۴,رستوران ترنج,چی عالی اگه رشته آش کشک باشه خوشمزه تره
3135,2021-09-06,خیلی لذیذ و خوشمزه,۵,رستوران ترنج,لذیذ خوشمزه
3136,2022-04-04,هر دو سفارش حلیم و آش آن فاقد گوشت بود. در صورتی که آش شلقلمکار به گوشت داخلش شناخته شده است. و این آش بیشتر به آش گندم شبیه بود. و حلیم هم معمولی و طعم لذیدی نداشت  و به زور داخلش گوشت پیدا میشد,۳,رستوران ترنج,سفارش حلیم آش فاقد گوشت صورت آش شلقلمکار گوشت داخل شناختهشده آش آش گندم شبیه حلیم معمولی طعم لذیدی داشت#دار زور داخل گوشت میشد
3137,2021-08-24,مثل همیشه عالی، هر وقت تا به حال سفارش دادم راضی بودم,۵,رستوران ترنج,عالی وقت سفارش داد#ده راضی بود#باش
3138,2022-10-13,خوب بود ، اما انتظار بیشتری داشتیم ، نیاز بود بیشتر جا بیافتد ، در مجموع خوب بود,۴,رستوران ترنج,خوب انتظار داشت#دار بیافتد مجموع خوب
3139,2020-12-06,بدک‌نبود,۴,رستوران ترنج,بدکنبود
3140,2022-04-05,همیشه فوق العاده این,۵,رستوران ترنج,فوقالعاده
3141,2022-04-12,بادتوجه بهرقیمت نسبت به جاهای دیگهدخیلی خیلی معمولی بود یعنی طوری نیست که بری ودیگران را تشویق به خرید کنی .,۴,رستوران ترنج,بادتوجه بهرقیمت نسبت جا دیگهدخیلی معمولی طوری بری ودیگران تشویق خرید کرد#کن
3142,2021-07-17,". غذارو به موقع و گرم تحویل دادن 
. کشک بادمجون خوشمزه بود
. سوپ معمولی بود و موادش کم بود
. سیب زمینی با پنیر اصلا مزه ی خاصی نداشتن و پیشنهاد نمیکنم",not rated,رستوران ترنج,غذارو موقع گرم تحویل کشک بادمجون خوشمزه سوپ معمولی مواد کم سیبزمینی پنیر اصلا مزه خاص نداشتن پیشنهاد نمیکنم
3143,2022-08-16,ازخریدم پشیمون شدم,not rated,رستوران ترنج,ازخریدم پشیمون شد#شو
3144,2021-04-15,شووووررررر,not rated,رستوران ترنج,شور
3145,2023-04-05,واقعا متاسفم برای این مدل حلیم دیگه سفارش نمیدم کی تو حلیم جو می‌ریزه...,not rated,رستوران ترنج,واقعا متاسفم مدل حلیم دیگه سفارش نمیدم کی حلیم جو میریزه
3146,2021-02-17,باسلام بنده کشک بادمجان سفارش دادم چندروز پیش اما اصلان کشکی داخلش نبود بگم بیراه نگفتم خیلی خیلی کشکش کم بود یه زره هم نبود باتشکر از زحماتتون,not rated,رستوران ترنج,باسلام بنده کشک بادمجان سفارش داد#ده چندروز اصلان کشک داخل بگم بیراه گفت#گو کشک کم یه زره باتشکر زحماتتون
3147,2022-08-20,با توجه به ابنکه قیمت بالاتر رفته بسته بندی کوچک تر و کیفیت به نسبت پایین تر از قبل بود,۳,رستوران ترنج,توجه ابنکه قیمت بالا رفته بسته کوچک کیفیت نسبت پایین
3148,2022-08-02,میرزا قاسمی عالی ،قیمه هم خوب بود,۵,رستوران ترنج,میرزا قاسم عالی قیمه خوب
3149,2022-10-05,جوجه سرخ شده بسیار چرب بود. ضمن اینکه در توضیحات نوشته جوجه کامل ولی نصفه بود. حجم کباب خوب بود ولی کیفیتش اصلا جالب نبود.مثل لاستیک بود و طعم گوشت نداشت,۳,رستوران ترنج,جوجه سرخشده چرب توضیحات نوشته جوجه نصفه حجم کباب خوب کیفیت اصلا جالب لاستیک طعم گوشت داشت#دار
3150,2022-01-04,انصافا حرف نداره،،، من مشتری ثابت اینجام،،،امروز برای اولین بار کباب تابه ای رو سفارش دادم،از گرم بودن غذا وبه موقع رسیدن نگم،،که همیشگیهیه وقت چش نخوره، وقتی برنج ایرانی رو با ته دیگ سیب زمینش بصورت کته دیدم، کیف کردم.معلومه کسی که با عشق آشپزی میکنه،دست پختش مثل مامان هاس.... یک کیلو عدسی هم گرفتم که مکملش بود از لعاب و مزه اش هم که..... آقا خیرتون قبول..,۵,رستوران ترنج,انصافا حرف نداره مشتری ثابت اینجا امروز کباب تاب سفارش داد#ده گرم غذا وبه موقع نگم همیشگیهیه وقت چش نخوره برنج ایران تهدیگ سیب زمین بصورت کته دید#بین کیف معلومه عشق آشپز میکنه دست پختش مامان هاس کیلو عدس گرفت#گیر مکمل لعاب مزهاش آقا خیرتون قبول
3151,2022-04-04,سلام من بخاطر کیفیت خوب غذا و کلا روال این رستوران ۵ ستاره دادم. ولی امروز ۴ پرس چلو مرغ گرفتم که هم ظرف برنج ها و هم مرغ ها در جابجایی به هم ریخته بود و روغن و سس مرغ همه جا ریخته بود و عملا یک پرس به فنا رفت. لطفا در بسته بندی بیشتر دقت بفرمایید. با تشکر,۵,رستوران ترنج,سلام بخاطر کیفیت خوب غذا کلا روال رستوران ستاره داد#ده امروز پرس چلو مرغ گرفت#گیر ظرف برنج مرغ جابجایی ریختهبود روغن سس مرغ همهجا ریختهبود عملا پرس فنا لطفا بسته دقت فرمود#فرمای تشکر
3152,2023-05-15,در مجموع راضی هستم و مطمئناً بازهم ازاین رستوران سفارش خواهم داد ،فقط یک ایراد مهم در مورداین رستوران هست واون هم هزینه ارسال اونه که به شکل غیر معقولی زیادتر از بقیه رستورانهاست،جزاین باقی آلمانها درحد خوب وبسیارخوب بود,۴,رستوران ترنج,مجموع راضی #هست مطمئنا بازه ازاین رستوران سفارش خواهمداد ایراد مورداین رستوران هست واون هزینه ارسال اونه شکل معقول زیاد بقیه رستورانهاست جزاین باقی آلمان درحد خوب وبسیارخوب
3153,2021-07-21,غذاتون عالی بود ,۵,رستوران ترنج,غذاتون عالی
3154,2022-12-26,بهترین سوپ جویی بود که خورده بودم. چه از ترنج چه رستوران دیگه,۵,رستوران ترنج,سوپ جست#جوی خوردهبودم ترنج رستوران دیگه
3155,2022-06-30,بی نمک و بی مزه بود کلا کیفیت قدیم رو نداره,۳,رستوران ترنج,بینمک بیمزه کلا کیفیت قدیم نداره
3156,2021-08-28,عالی,۵,رستوران ترنج,عالی
3157,2021-06-16,نان همراه عدسی نبود,۴,رستوران ترنج,نان همراه عدس
3158,2021-08-06,سوپ برخلاف نظرات بقیه واقعا پر ملات و خوشمزه بود آش ها هم عالی بودن راننده ها هم طبق معمول بد اخلاق و طلبکار,۵,رستوران ترنج,سوپ برخلاف نظرات بقیه واقعا مل خوشمزه آش عالی راننده معمول بد اخلاق طلبکار
3159,2022-10-28,همه چیزش خوب بود ؛ به موقع هم رسید و غذا گرم بود ؛ برخورد راننده اسنپ هم بسیار محترمانه و خوب بود.,۵,رستوران ترنج,چیز خوب موقع غذا گرم برخورد راننده اسنپ محترمانه خوب
3160,2023-04-23,اکبر جوجه عالی بود,۵,رستوران ترنج,اکبر جوجه عالی
3161,2023-05-10,در قیاس با کیفیت همین غذاها که قبلاً خورده بودم و‌ دوست داشتم : مرغ عالی ، برنج معمولی ، قورمه سبزی خوب ، ادویه داخل ماکارونی و آش رشته نامطبوع ، طعم و بوی نامناسب جوجه,۳,رستوران ترنج,قیاس کیفیت غذا قبلا خوردهبودم دوست داشت#دار مرغ عالی برنج معمولی قورمه سبزی خوب ادویه داخل ماکارونی آش رشته نامطبوع طعم بو نامناسب جوجه
3162,2022-09-23,خوب بود,۴,رستوران ترنج,خوب
3163,2021-11-06,کوکو سبزی. کوکوسیب زمینی، کتلت گوشت. البته بجای سیب زمینی سبزی آوردن، ولی باهماهنگی، که خوشم اومد. کیفیت عالی,۵,رستوران ترنج,کوکو سبزی کوکوسیب زمین کتلت گوشت بجا سیبزمینی سبزی آوردن باهماهنگی خو اومد کیفیت عالی
3164,2022-04-04,سوپ جو،حلیم و کشک و بادمجون عالی بود,۵,رستوران ترنج,سوپ جو حلیم کشک بادمجون عالی
3165,2023-06-28,واقعا ممنونم از طعم و خوشمزگی غذا هرچی بگم کم گفتم واقعا ازتون ممنون,۵,رستوران ترنج,واقعا ممنون طعم خوشمزگی غذا هرچی بگم کم گفت#گو واقعا ازتون ممنون
3166,2023-05-29,ممنونم بابت کباب ترش,۵,رستوران ترنج,ممنون بابت کباب ترش
3167,2022-01-28,وای که نگم از طعم و عطر غذا از به موقع رسیدن و داغ رسیدن غذا فوق العاده بود,۵,رستوران ترنج,وای نگم طعم عطر غذا موقع داغ غذا فوقالعاده
3168,2022-02-11,بسیار عالی و خوشمزه ,۵,رستوران ترنج,عالی خوشمزه
3169,2023-04-06,خوب بود,۴,رستوران ترنج,خوب
3170,2022-01-05,همراه املت ،نون هم باشه خیلی بهتره ,۵,رستوران ترنج,همراه املت نون باشه بهتره
3171,2022-05-24,"مثل همیشه پر حجم و خوشمزه 
ممنون",۵,رستوران ترنج,حجم خوشمزه ممنون
3172,2022-02-16,انشاالله دفعه ی بعد بهتر باشه,۴,رستوران ترنج,انشاالله دفعه باشه
3173,2021-12-30,عالی بود واقعا,۵,رستوران ترنج,عالی واقعا
3174,2022-02-26,خیلی خوب بود ممنون,۵,رستوران ترنج,خوب ممنون
3175,2022-01-04,واقعا همیشه راضی بودم عالیه ,۵,رستوران ترنج,واقعا راضی بود#باش عالیه
3176,2022-12-05,زمان ارسال خیلی طولانی بود,۴,رستوران ترنج,زمان ارسال طولانی
3177,2022-01-01,بهترین غذای خونگی سمنان با کیفیت و داغ,۵,رستوران ترنج,غذا خونگی سمنان کیفیت داغ
3178,2022-07-29,حلیمش واقعا خوبه,۵,رستوران ترنج,حلیم واقعا خوبه
3179,2022-04-03,باسلام مدت زمان اماده سازی و تحویل طولانی میباشد طوری که یک ساعت و نیم هم بعضی مواقع زمان میبرد,۴,رستوران ترنج,باسلام زمان اماده تحویل طولانی میباشد طوری ساعت نیم مواقع زمان میبرد
3180,2022-05-09,میرزا قاسمی و قیمه اش عالی بود,۵,رستوران ترنج,میرزا قاسم قیم عالی
3181,2022-02-20,عالی,۵,رستوران ترنج,عالی
3182,2022-04-16,واقعا همه چی عالیه و من همیشه راضیم,۵,رستوران ترنج,واقعا چی عالیه راضیم
3183,2022-09-11,به نسبت قبل کیفیت پایینتر بود. کمی هم شور بود.,۳,رستوران ترنج,نسبت کیفیت پایین شور
3184,2022-12-22,یک کیلو حلیم سفارش دادم به تنها چیزی که شبیه نبود حلیم بود چه از نظر ظاهر و چه از نظر طعم بسیار افتضاح بود,not rated,رستوران ترنج,کیلو حلیم سفارش داد#ده شبیه حلیم ظاهر طعم افتضاح
3185,2023-04-25,فقط مینویسم که اصلاح بشه چون مشتری دائم هستم، ماکارونی شور نکنید، میرزاقاسمی رو اونقد روغن پر نکنید، به کوکو سبزی ،سبزی بزنید همش سیب زمینی بود،، اش رو درشو خوب ببندین و چسب بزنید چون ریختنش تقصیر فقط تقصیر پیک نیست به بسته بندی هم برمیگرده,۴,رستوران ترنج,مینویسم اصلاح بشه مشتری دائم #هست ماکارونی شور کرد#کن میرزاقاسمی اونقد روغن کرد#کن کوکو سبزی سبزی زد#زن هم سیبزمینی درشو خوب ببندین چسب زد#زن ریختن تقصیر تقصیر پیک بسته برمیگرده
3186,2022-04-06,کیفیت بد,۳,رستوران ترنج,کیفیت بد
